reference_package	reference_version	reference_architecture	source	source_version	target_package	target_architecture	disposition	match_reason	candidate_version	candidate_sha256	repository_filename
libmpcdec6	2:0.1~r495-2	amd64	libmpc	2:0.1~r495-2	libmpcdec6	arm64	native-arm64	exact-binary-and-source-version	2:0.1~r495-2	f586bbb11f52627bf20846a501296366365ae7c1cd60c2829a8451cbf5ad2cdc	f586bbb11f52627bf20846a501296366365ae7c1cd60c2829a8451cbf5ad2cdc-libmpcdec6_2%3a0.1~r495-2_arm64.deb
libmpdec3	2.5.1-1	amd64	mpdecimal	2.5.1-1	libmpdec3	arm64	native-arm64	exact-binary-and-source-version	2.5.1-1	171e2581970f36a39f65d1ca3c761e76b103844daae7903fcc07f7c3822a05bb	171e2581970f36a39f65d1ca3c761e76b103844daae7903fcc07f7c3822a05bb-libmpdec3_2.5.1-1_arm64.deb
libmpeg2-4	0.5.1-9	amd64	mpeg2dec	0.5.1-9	libmpeg2-4	arm64	native-arm64	exact-binary-and-source-version	0.5.1-9	abf6f3204f0cce6acde4b20899e58e1a5d1fa20e7dc6a138a39c3bda04e3b96d	abf6f3204f0cce6acde4b20899e58e1a5d1fa20e7dc6a138a39c3bda04e3b96d-libmpeg2-4_0.5.1-9_arm64.deb
libmpeg2encpp-2.1-0	1:2.1.0+debian-6	amd64	mjpegtools	1:2.1.0+debian-6	libmpeg2encpp-2.1-0	arm64	native-arm64	exact-binary-and-source-version	1:2.1.0+debian-6	69407c9dfb3dfb441ce0083a705416eafcfd86c585f91ff5f96403eba478a7cb	69407c9dfb3dfb441ce0083a705416eafcfd86c585f91ff5f96403eba478a7cb-libmpeg2encpp-2.1-0_1%3a2.1.0+debian-6_arm64.deb
libmpfr6	4.1.0-3	amd64	mpfr4	4.1.0-3	libmpfr6	arm64	native-arm64	exact-binary-and-source-version	4.1.0-3	bfcc2e0c8863730cb8a98bfebce01c123370e4efa3b0d52cb8cf817ef6a06d88	bfcc2e0c8863730cb8a98bfebce01c123370e4efa3b0d52cb8cf817ef6a06d88-libmpfr6_4.1.0-3_arm64.deb
libmpg123-0	1.26.4-1	amd64	mpg123	1.26.4-1	libmpg123-0	arm64	native-arm64	exact-binary-and-source-version	1.26.4-1	4a7351593002fc11acc50d4d86a457332b6f3de488491803e1c3eafdeb440630	4a7351593002fc11acc50d4d86a457332b6f3de488491803e1c3eafdeb440630-libmpg123-0_1.26.4-1_arm64.deb
libmplex2-2.1-0	1:2.1.0+debian-6	amd64	mjpegtools	1:2.1.0+debian-6	libmplex2-2.1-0	arm64	native-arm64	exact-binary-and-source-version	1:2.1.0+debian-6	c99fb7e85e43a59672c1dfce1c8e6256a197ab587741ab2ddaab7f287b5313f7	c99fb7e85e43a59672c1dfce1c8e6256a197ab587741ab2ddaab7f287b5313f7-libmplex2-2.1-0_1%3a2.1.0+debian-6_arm64.deb
libmpv1	0.32.0-3	amd64	mpv	0.32.0-3	libmpv1	arm64	native-arm64	exact-binary-and-source-version	0.32.0-3	1b0ab8fdeec73ebc7f60bf29f4aac5ac4fc2220e4d43c050df312d23c8916fa2	1b0ab8fdeec73ebc7f60bf29f4aac5ac4fc2220e4d43c050df312d23c8916fa2-libmpv1_0.32.0-3_arm64.deb
libmtdev1	1.1.6-1	amd64	mtdev	1.1.6-1	libmtdev1	arm64	native-arm64	exact-binary-and-source-version	1.1.6-1	63e20c50fb719c41e7d456032bb9ff7130234a7f2c5769e3e364e2295dae5462	63e20c50fb719c41e7d456032bb9ff7130234a7f2c5769e3e364e2295dae5462-libmtdev1_1.1.6-1_arm64.deb
libmtp-common	1.1.17-3	all	libmtp	1.1.17-3	libmtp-common	all	reuse-all	exact-binary-and-source-version	1.1.17-3	447579c313024d00dac42da93b38b3fd97f0761c6bf5b628c9be4511342dfac8	447579c313024d00dac42da93b38b3fd97f0761c6bf5b628c9be4511342dfac8-libmtp-common_1.1.17-3_all.deb
libmtp9	1.1.17-3	amd64	libmtp	1.1.17-3	libmtp9	arm64	native-arm64	exact-binary-and-source-version	1.1.17-3	ed821633ac19cdec0f013ec2ecbd96b981537fcc09cfec658d0afb5ae5417dd9	ed821633ac19cdec0f013ec2ecbd96b981537fcc09cfec658d0afb5ae5417dd9-libmtp9_1.1.17-3_arm64.deb
libmysofa1	1.2~dfsg0-1	amd64	libmysofa	1.2~dfsg0-1	libmysofa1	arm64	native-arm64	exact-binary-and-source-version	1.2~dfsg0-1	327b8ab622706ec1a8113f31b767d0ee07f9e65823f214091abdbc80ace1e56a	327b8ab622706ec1a8113f31b767d0ee07f9e65823f214091abdbc80ace1e56a-libmysofa1_1.2~dfsg0-1_arm64.deb
libnautilus-extension1a	3.38.2-1+deb11u1+grm3u8	amd64	nautilus	3.38.2-1+deb11u1+grm3u8	libnautilus-extension1a	arm64	native-arm64	exact-binary-and-source-version	3.38.2-1+deb11u1+grm3u8	704c98ca7fe0f658b1e84ed03601b1be80de71aead0e6031d8e1d3172338983a	704c98ca7fe0f658b1e84ed03601b1be80de71aead0e6031d8e1d3172338983a-libnautilus-extension1a_3.38.2-1+deb11u1+grm3u8_arm64.deb
libncurses6	6.2+20201114-2+deb11u1	amd64	ncurses	6.2+20201114-2+deb11u1	libncurses6	arm64	native-arm64	exact-binary-and-source-version	6.2+20201114-2+deb11u1	aea313a326ab71ab5b85b72b3ae318e388dd3f51ccba70e3634530f98a4649f2	aea313a326ab71ab5b85b72b3ae318e388dd3f51ccba70e3634530f98a4649f2-libncurses6_6.2+20201114-2+deb11u1_arm64.deb
libncursesw6	6.2+20201114-2+deb11u1	amd64	ncurses	6.2+20201114-2+deb11u1	libncursesw6	arm64	native-arm64	exact-binary-and-source-version	6.2+20201114-2+deb11u1	0b7192ce69cf53288b90ece6cfb2745780f5bf72536b882ca372a2b0d8916f05	0b7192ce69cf53288b90ece6cfb2745780f5bf72536b882ca372a2b0d8916f05-libncursesw6_6.2+20201114-2+deb11u1_arm64.deb
libndp0	1.6-1+b1	amd64	libndp	1.6-1	libndp0	arm64	native-arm64	exact-binary-and-source-version	1.6-1+b1	1ab3317ccedfc48f02764dd423f8bd4c0abb0d607f16a8f257a9be6f4e642190	1ab3317ccedfc48f02764dd423f8bd4c0abb0d607f16a8f257a9be6f4e642190-libndp0_1.6-1+b1_arm64.deb
libneon27	0.31.2-1	amd64	neon27	0.31.2-1	libneon27	arm64	native-arm64	exact-binary-and-source-version	0.31.2-1	8cfeb7fd3d95d4aa0189b431d14e79c7d0a2e3a2e634b231ccb77bab0ef092ba	8cfeb7fd3d95d4aa0189b431d14e79c7d0a2e3a2e634b231ccb77bab0ef092ba-libneon27_0.31.2-1_arm64.deb
libnetfilter-conntrack3	1.0.8-3	amd64	libnetfilter-conntrack	1.0.8-3	libnetfilter-conntrack3	arm64	native-arm64	exact-binary-and-source-version	1.0.8-3	754a300b2c4bb477e425cfbb4de8af734e6f0523c26e09d1115004d425cf60b6	754a300b2c4bb477e425cfbb4de8af734e6f0523c26e09d1115004d425cf60b6-libnetfilter-conntrack3_1.0.8-3_arm64.deb
libnettle8	3.7.3-1	amd64	nettle	3.7.3-1	libnettle8	arm64	native-arm64	exact-binary-and-source-version	3.7.3-1	5061c931f95dc7277d95fc58bce7c17b1a95c6aa9a9aac781784f3b3dc909047	5061c931f95dc7277d95fc58bce7c17b1a95c6aa9a9aac781784f3b3dc909047-libnettle8_3.7.3-1_arm64.deb
