package	amd64_version	amd64_architecture	source	source_version	arm64_package	arm64_version	status	reason	selected
aptitude-common	0.8.13-3	all	aptitude	0.8.13-3	aptitude-common	0.8.13-3	reuse-exact-all	exact Architecture: all binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:f7a9e6d24cb2000edd0255f2c987b070a6cc1de499c635c3b06276cd9494fbbf"", ""architecture"": ""all"", ""download_filename"": ""aptitude-common_0.8.13-3_all.deb"", ""filename"": ""pool/main/a/aptitude/aptitude-common_0.8.13-3_all.deb"", ""package"": ""aptitude-common"", ""sha256"": ""f7a9e6d24cb2000edd0255f2c987b070a6cc1de499c635c3b06276cd9494fbbf"", ""size"": 1776192, ""source"": ""aptitude"", ""source_version"": ""0.8.13-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/a/aptitude/aptitude-common_0.8.13-3_all.deb"", ""version"": ""0.8.13-3""}"
arc-icon-theme	20161113+grm3u1	all	arc-icon-theme	20161113+grm3u1	arc-icon-theme	20161113+grm3u1	reuse-exact-all	exact vendor Architecture: all payload is preserved from the AMD64 reference and acquired through the vendor lock	
arc-theme	20200513-1+grm2u1+han3u2	all	arc-theme	20200513-1+grm2u1+han3u2	arc-theme	20200513-1+grm2u1+han3u2	reuse-exact-all	exact vendor Architecture: all payload is preserved from the AMD64 reference and acquired through the vendor lock	
arp-scan	1.9.7-2	amd64	arp-scan	1.9.7-2	arp-scan	1.9.7-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:9270f91b7512a2ceb9283171142460cb650bf5ffe69349c7944c0c8be5a9a1dc"", ""architecture"": ""arm64"", ""download_filename"": ""arp-scan_1.9.7-2_arm64.deb"", ""filename"": ""pool/main/a/arp-scan/arp-scan_1.9.7-2_arm64.deb"", ""package"": ""arp-scan"", ""sha256"": ""9270f91b7512a2ceb9283171142460cb650bf5ffe69349c7944c0c8be5a9a1dc"", ""size"": 347504, ""source"": ""arp-scan"", ""source_version"": ""1.9.7-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/a/arp-scan/arp-scan_1.9.7-2_arm64.deb"", ""version"": ""1.9.7-2""}"
at-spi2-core	2.38.0-4+deb11u1	amd64	at-spi2-core	2.38.0-4+deb11u1	at-spi2-core	2.38.0-4+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:f63bec45df839d8ae273a580ad81632dd272199cd825579a542f017b4ed2688b"", ""architecture"": ""arm64"", ""download_filename"": ""at-spi2-core_2.38.0-4+deb11u1_arm64.deb"", ""filename"": ""pool/main/a/at-spi2-core/at-spi2-core_2.38.0-4+deb11u1_arm64.deb"", ""package"": ""at-spi2-core"", ""sha256"": ""f63bec45df839d8ae273a580ad81632dd272199cd825579a542f017b4ed2688b"", ""size"": 71428, ""source"": ""at-spi2-core"", ""source_version"": ""2.38.0-4+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/a/at-spi2-core/at-spi2-core_2.38.0-4%2bdeb11u1_arm64.deb"", ""version"": ""2.38.0-4+deb11u1""}"
attr	1:2.4.48-6	amd64	attr	1:2.4.48-6	attr	1:2.4.48-6	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:2b4df5a0a6b7bc909c6a3113f533a6993a441a0f4b039d1826202bfafa30efbe"", ""architecture"": ""arm64"", ""download_filename"": ""attr_1%3a2.4.48-6_arm64.deb"", ""filename"": ""pool/main/a/attr/attr_2.4.48-6_arm64.deb"", ""package"": ""attr"", ""sha256"": ""2b4df5a0a6b7bc909c6a3113f533a6993a441a0f4b039d1826202bfafa30efbe"", ""size"": 41232, ""source"": ""attr"", ""source_version"": ""1:2.4.48-6"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/a/attr/attr_2.4.48-6_arm64.deb"", ""version"": ""1:2.4.48-6""}"
ayatana-indicator-application	0.8.0-1	amd64	ayatana-indicator-application	0.8.0-1	ayatana-indicator-application	0.8.0-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:3bc84cc881b17c297fb83316d49710b0b2b19de8cb6b33ab46ebbd747bb4fea5"", ""architecture"": ""arm64"", ""download_filename"": ""ayatana-indicator-application_0.8.0-1_arm64.deb"", ""filename"": ""pool/main/a/ayatana-indicator-application/ayatana-indicator-application_0.8.0-1_arm64.deb"", ""package"": ""ayatana-indicator-application"", ""sha256"": ""3bc84cc881b17c297fb83316d49710b0b2b19de8cb6b33ab46ebbd747bb4fea5"", ""size"": 79952, ""source"": ""ayatana-indicator-application"", ""source_version"": ""0.8.0-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/a/ayatana-indicator-application/ayatana-indicator-application_0.8.0-1_arm64.deb"", ""version"": ""0.8.0-1""}"
ayatana-indicator-common	0.8.4-1+deb11u2	all	libayatana-indicator	0.8.4-1+deb11u2	ayatana-indicator-common	0.8.4-1+deb11u2	reuse-exact-all	exact Architecture: all binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:cce64f97bf89a0216be8bbe8d1d7a9ba14c74a2c6f0a1a6768e9a3341d97d290"", ""architecture"": ""all"", ""download_filename"": ""ayatana-indicator-common_0.8.4-1+deb11u2_all.deb"", ""filename"": ""pool/main/liba/libayatana-indicator/ayatana-indicator-common_0.8.4-1+deb11u2_all.deb"", ""package"": ""ayatana-indicator-common"", ""sha256"": ""cce64f97bf89a0216be8bbe8d1d7a9ba14c74a2c6f0a1a6768e9a3341d97d290"", ""size"": 70964, ""source"": ""libayatana-indicator"", ""source_version"": ""0.8.4-1+deb11u2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/liba/libayatana-indicator/ayatana-indicator-common_0.8.4-1%2bdeb11u2_all.deb"", ""version"": ""0.8.4-1+deb11u2""}"
base-files	11.1+deb11u7	amd64	base-files	11.1+deb11u7	base-files	11.1+deb11u7	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:f2c290240d468063e00305ef712a2c03163b0a9a741c3a4c774e169b92670a75"", ""architecture"": ""arm64"", ""download_filename"": ""base-files_11.1+deb11u7_arm64.deb"", ""filename"": ""pool/main/b/base-files/base-files_11.1+deb11u7_arm64.deb"", ""package"": ""base-files"", ""sha256"": ""f2c290240d468063e00305ef712a2c03163b0a9a741c3a4c774e169b92670a75"", ""size"": 70136, ""source"": ""base-files"", ""source_version"": ""11.1+deb11u7"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/base-files/base-files_11.1%2bdeb11u7_arm64.deb"", ""version"": ""11.1+deb11u7""}"
base-passwd	3.5.51	amd64	base-passwd	3.5.51	base-passwd	3.5.51	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:443aac2b10f27616f6f9622e4b85aea0232ce1569abc3a8cc55dfd36ea9bee67"", ""architecture"": ""arm64"", ""download_filename"": ""base-passwd_3.5.51_arm64.deb"", ""filename"": ""pool/main/b/base-passwd/base-passwd_3.5.51_arm64.deb"", ""package"": ""base-passwd"", ""sha256"": ""443aac2b10f27616f6f9622e4b85aea0232ce1569abc3a8cc55dfd36ea9bee67"", ""size"": 57372, ""source"": ""base-passwd"", ""source_version"": ""3.5.51"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/base-passwd/base-passwd_3.5.51_arm64.deb"", ""version"": ""3.5.51""}"
bash	5.1-2+deb11u1	amd64	bash	5.1-2+deb11u1	bash	5.1-2+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:d7c7af5d86f43a885069408a89788f67f248e8124c682bb73936f33874e0611b"", ""architecture"": ""arm64"", ""download_filename"": ""bash_5.1-2+deb11u1_arm64.deb"", ""filename"": ""pool/main/b/bash/bash_5.1-2+deb11u1_arm64.deb"", ""package"": ""bash"", ""sha256"": ""d7c7af5d86f43a885069408a89788f67f248e8124c682bb73936f33874e0611b"", ""size"": 1375996, ""source"": ""bash"", ""source_version"": ""5.1-2+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/bash/bash_5.1-2%2bdeb11u1_arm64.deb"", ""version"": ""5.1-2+deb11u1""}"
bash-completion	1:2.11-2	all	bash-completion	1:2.11-2	bash-completion	1:2.11-2	reuse-exact-all	exact Architecture: all binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:74804ac370bc9895101a9636fa09b99c9415624bd35d6d9fb46cb8de9b0775a7"", ""architecture"": ""all"", ""download_filename"": ""bash-completion_1%3a2.11-2_all.deb"", ""filename"": ""pool/main/b/bash-completion/bash-completion_2.11-2_all.deb"", ""package"": ""bash-completion"", ""sha256"": ""74804ac370bc9895101a9636fa09b99c9415624bd35d6d9fb46cb8de9b0775a7"", ""size"": 234376, ""source"": ""bash-completion"", ""source_version"": ""1:2.11-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/bash-completion/bash-completion_2.11-2_all.deb"", ""version"": ""1:2.11-2""}"
bc	1.07.1-2+b2	amd64	bc	1.07.1-2	bc	1.07.1-2+b2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:bc7da8e547ea6407363e3266b7f943ea53ac6433fe18c4da513686ba230a24b8"", ""architecture"": ""arm64"", ""download_filename"": ""bc_1.07.1-2+b2_arm64.deb"", ""filename"": ""pool/main/b/bc/bc_1.07.1-2+b2_arm64.deb"", ""package"": ""bc"", ""sha256"": ""bc7da8e547ea6407363e3266b7f943ea53ac6433fe18c4da513686ba230a24b8"", ""size"": 106976, ""source"": ""bc"", ""source_version"": ""1.07.1-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/bc/bc_1.07.1-2%2bb2_arm64.deb"", ""version"": ""1.07.1-2+b2""}"
binutils	2.35.2-2	amd64	binutils	2.35.2-2	binutils	2.35.2-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:0ba499b4ca7fbdcce3fcfce7a5c1fdbd1f7b7b691cf70cfed85e584a9af6ade1"", ""architecture"": ""arm64"", ""download_filename"": ""binutils_2.35.2-2_arm64.deb"", ""filename"": ""pool/main/b/binutils/binutils_2.35.2-2_arm64.deb"", ""package"": ""binutils"", ""sha256"": ""0ba499b4ca7fbdcce3fcfce7a5c1fdbd1f7b7b691cf70cfed85e584a9af6ade1"", ""size"": 61224, ""source"": ""binutils"", ""source_version"": ""2.35.2-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/binutils/binutils_2.35.2-2_arm64.deb"", ""version"": ""2.35.2-2""}"
binutils-common	2.35.2-2	amd64	binutils	2.35.2-2	binutils-common	2.35.2-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:89986c385cd6c0d3adc34d2a03e6c215369222413f556c2dca3a423d8027be8e"", ""architecture"": ""arm64"", ""download_filename"": ""binutils-common_2.35.2-2_arm64.deb"", ""filename"": ""pool/main/b/binutils/binutils-common_2.35.2-2_arm64.deb"", ""package"": ""binutils-common"", ""sha256"": ""89986c385cd6c0d3adc34d2a03e6c215369222413f556c2dca3a423d8027be8e"", ""size"": 2219548, ""source"": ""binutils"", ""source_version"": ""2.35.2-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/binutils/binutils-common_2.35.2-2_arm64.deb"", ""version"": ""2.35.2-2""}"
binutils-x86-64-linux-gnu	2.35.2-2	amd64	binutils	2.35.2-2	binutils-aarch64-linux-gnu	2.35.2-2	exact-arch-replace	AArch64 binutils replacement; exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:53e2714179d1334b66e3e6b046fb035c0f24d9e276e5606493ac26e5a4a84446"", ""architecture"": ""arm64"", ""download_filename"": ""binutils-aarch64-linux-gnu_2.35.2-2_arm64.deb"", ""filename"": ""pool/main/b/binutils/binutils-aarch64-linux-gnu_2.35.2-2_arm64.deb"", ""package"": ""binutils-aarch64-linux-gnu"", ""sha256"": ""53e2714179d1334b66e3e6b046fb035c0f24d9e276e5606493ac26e5a4a84446"", ""size"": 2471968, ""source"": ""binutils"", ""source_version"": ""2.35.2-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/binutils/binutils-aarch64-linux-gnu_2.35.2-2_arm64.deb"", ""version"": ""2.35.2-2""}"
bluez	5.55-3.1	amd64	bluez	5.55-3.1	bluez	5.55-3.1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:a6fd736d1b58cd86014d86b5ed35cc07072acf40612f02492fa853702f31e6e8"", ""architecture"": ""arm64"", ""download_filename"": ""bluez_5.55-3.1_arm64.deb"", ""filename"": ""pool/main/b/bluez/bluez_5.55-3.1_arm64.deb"", ""package"": ""bluez"", ""sha256"": ""a6fd736d1b58cd86014d86b5ed35cc07072acf40612f02492fa853702f31e6e8"", ""size"": 1035080, ""source"": ""bluez"", ""source_version"": ""5.55-3.1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/bluez/bluez_5.55-3.1_arm64.deb"", ""version"": ""5.55-3.1""}"
bluez-obexd	5.55-3.1	amd64	bluez	5.55-3.1	bluez-obexd	5.55-3.1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:4cd75c6ca7114161f0cfd22a97d0b2a2e91878b16398a54eb02db166ee228213"", ""architecture"": ""arm64"", ""download_filename"": ""bluez-obexd_5.55-3.1_arm64.deb"", ""filename"": ""pool/main/b/bluez/bluez-obexd_5.55-3.1_arm64.deb"", ""package"": ""bluez-obexd"", ""sha256"": ""4cd75c6ca7114161f0cfd22a97d0b2a2e91878b16398a54eb02db166ee228213"", ""size"": 213892, ""source"": ""bluez"", ""source_version"": ""5.55-3.1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/bluez/bluez-obexd_5.55-3.1_arm64.deb"", ""version"": ""5.55-3.1""}"
bsdextrautils	2.36.1-8+deb11u1	amd64	util-linux	2.36.1-8+deb11u1	bsdextrautils	2.36.1-8+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:6d16789dae43c388f85660982a10e7400cef49609728a7fdbf3a5859cbd1986d"", ""architecture"": ""arm64"", ""download_filename"": ""bsdextrautils_2.36.1-8+deb11u1_arm64.deb"", ""filename"": ""pool/main/u/util-linux/bsdextrautils_2.36.1-8+deb11u1_arm64.deb"", ""package"": ""bsdextrautils"", ""sha256"": ""6d16789dae43c388f85660982a10e7400cef49609728a7fdbf3a5859cbd1986d"", ""size"": 141828, ""source"": ""util-linux"", ""source_version"": ""2.36.1-8+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/u/util-linux/bsdextrautils_2.36.1-8%2bdeb11u1_arm64.deb"", ""version"": ""2.36.1-8+deb11u1""}"
bsdutils	1:2.36.1-8+deb11u1	amd64	util-linux	2.36.1-8+deb11u1	bsdutils	1:2.36.1-8+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:7e035953da412a2d0c4886b72621fbbb64f582b22f7cb549b66916cab11a1b4c"", ""architecture"": ""arm64"", ""download_filename"": ""bsdutils_1%3a2.36.1-8+deb11u1_arm64.deb"", ""filename"": ""pool/main/u/util-linux/bsdutils_2.36.1-8+deb11u1_arm64.deb"", ""package"": ""bsdutils"", ""sha256"": ""7e035953da412a2d0c4886b72621fbbb64f582b22f7cb549b66916cab11a1b4c"", ""size"": 145188, ""source"": ""util-linux"", ""source_version"": ""2.36.1-8+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/u/util-linux/bsdutils_2.36.1-8%2bdeb11u1_arm64.deb"", ""version"": ""1:2.36.1-8+deb11u1""}"
bubblewrap	0.4.1-3	amd64	bubblewrap	0.4.1-3	bubblewrap	0.4.1-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:a8c8e2046b4083f9a661bcf6148d4fae7dac5f24379d4259c6271bcb7520bf32"", ""architecture"": ""arm64"", ""download_filename"": ""bubblewrap_0.4.1-3_arm64.deb"", ""filename"": ""pool/main/b/bubblewrap/bubblewrap_0.4.1-3_arm64.deb"", ""package"": ""bubblewrap"", ""sha256"": ""a8c8e2046b4083f9a661bcf6148d4fae7dac5f24379d4259c6271bcb7520bf32"", ""size"": 41616, ""source"": ""bubblewrap"", ""source_version"": ""0.4.1-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/bubblewrap/bubblewrap_0.4.1-3_arm64.deb"", ""version"": ""0.4.1-3""}"
busybox	1:1.30.1-6+b3	amd64	busybox	1:1.30.1-6	busybox	1:1.30.1-6+b3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:718b89ad26a1416c344ccdd9392cf0d00991d43ae0885b8746767b3b85bfc95a"", ""architecture"": ""arm64"", ""download_filename"": ""busybox_1%3a1.30.1-6+b3_arm64.deb"", ""filename"": ""pool/main/b/busybox/busybox_1.30.1-6+b3_arm64.deb"", ""package"": ""busybox"", ""sha256"": ""718b89ad26a1416c344ccdd9392cf0d00991d43ae0885b8746767b3b85bfc95a"", ""size"": 408180, ""source"": ""busybox"", ""source_version"": ""1:1.30.1-6"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/busybox/busybox_1.30.1-6%2bb3_arm64.deb"", ""version"": ""1:1.30.1-6+b3""}"
bzip2	1.0.8-4	amd64	bzip2	1.0.8-4	bzip2	1.0.8-4	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:672b708d9be7dd8727550e4829d5020d476c18a8328eaa256217e7c20af5e5f0"", ""architecture"": ""arm64"", ""download_filename"": ""bzip2_1.0.8-4_arm64.deb"", ""filename"": ""pool/main/b/bzip2/bzip2_1.0.8-4_arm64.deb"", ""package"": ""bzip2"", ""sha256"": ""672b708d9be7dd8727550e4829d5020d476c18a8328eaa256217e7c20af5e5f0"", ""size"": 48428, ""source"": ""bzip2"", ""source_version"": ""1.0.8-4"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/b/bzip2/bzip2_1.0.8-4_arm64.deb"", ""version"": ""1.0.8-4""}"
ca-certificates	20210119	all	ca-certificates	20210119	ca-certificates	20210119	reuse-exact-all	exact Architecture: all binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:b2d488ad4d8d8adb3ba319fc9cb2cf9909fc42cb82ad239a26c570a2e749c389"", ""architecture"": ""all"", ""download_filename"": ""ca-certificates_20210119_all.deb"", ""filename"": ""pool/main/c/ca-certificates/ca-certificates_20210119_all.deb"", ""package"": ""ca-certificates"", ""sha256"": ""b2d488ad4d8d8adb3ba319fc9cb2cf9909fc42cb82ad239a26c570a2e749c389"", ""size"": 158288, ""source"": ""ca-certificates"", ""source_version"": ""20210119"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/ca-certificates/ca-certificates_20210119_all.deb"", ""version"": ""20210119""}"
celluloid	0.20-2+grm3u6	amd64	celluloid	0.20-2+grm3u6	celluloid	0.20-2+grm3u6	custom-rebuild	exact +grm/+han source authority must produce ARM64 binaries	
cheese-common	3.38.0-3	all	cheese	3.38.0-3	cheese-common	3.38.0-3	reuse-exact-all	exact Architecture: all binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:9e3f7206591ce7ae29690c5154c359bb806f8194ec73cfc4bf44fb637f8d4e0f"", ""architecture"": ""all"", ""download_filename"": ""cheese-common_3.38.0-3_all.deb"", ""filename"": ""pool/main/c/cheese/cheese-common_3.38.0-3_all.deb"", ""package"": ""cheese-common"", ""sha256"": ""9e3f7206591ce7ae29690c5154c359bb806f8194ec73cfc4bf44fb637f8d4e0f"", ""size"": 717352, ""source"": ""cheese"", ""source_version"": ""3.38.0-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/cheese/cheese-common_3.38.0-3_all.deb"", ""version"": ""3.38.0-3""}"
colord	1.4.5-3	amd64	colord	1.4.5-3	colord	1.4.5-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:b7623ba7ae7b8cb7a5672d7eb61dbedde31c897ad94a1e0b1e81efb16d11e485"", ""architecture"": ""arm64"", ""download_filename"": ""colord_1.4.5-3_arm64.deb"", ""filename"": ""pool/main/c/colord/colord_1.4.5-3_arm64.deb"", ""package"": ""colord"", ""sha256"": ""b7623ba7ae7b8cb7a5672d7eb61dbedde31c897ad94a1e0b1e81efb16d11e485"", ""size"": 193412, ""source"": ""colord"", ""source_version"": ""1.4.5-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/colord/colord_1.4.5-3_arm64.deb"", ""version"": ""1.4.5-3""}"
colord-data	1.4.5-3	all	colord	1.4.5-3	colord-data	1.4.5-3	reuse-exact-all	exact Architecture: all binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:0e7fd99cdc8e29441950d0aad8c6412421501849f298bfbfc0a6dc7a9b285143"", ""architecture"": ""all"", ""download_filename"": ""colord-data_1.4.5-3_all.deb"", ""filename"": ""pool/main/c/colord/colord-data_1.4.5-3_all.deb"", ""package"": ""colord-data"", ""sha256"": ""0e7fd99cdc8e29441950d0aad8c6412421501849f298bfbfc0a6dc7a9b285143"", ""size"": 280528, ""source"": ""colord"", ""source_version"": ""1.4.5-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/colord/colord-data_1.4.5-3_all.deb"", ""version"": ""1.4.5-3""}"
console-setup	1.205	all	console-setup	1.205	console-setup	1.205	reuse-exact-all	exact Architecture: all binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:657c7eab48bb724a7cf80e29847f904764eef510e916793f4d3eb253f96de4a8"", ""architecture"": ""all"", ""download_filename"": ""console-setup_1.205_all.deb"", ""filename"": ""pool/main/c/console-setup/console-setup_1.205_all.deb"", ""package"": ""console-setup"", ""sha256"": ""657c7eab48bb724a7cf80e29847f904764eef510e916793f4d3eb253f96de4a8"", ""size"": 100052, ""source"": ""console-setup"", ""source_version"": ""1.205"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/console-setup/console-setup_1.205_all.deb"", ""version"": ""1.205""}"
console-setup-linux	1.205	all	console-setup	1.205	console-setup-linux	1.205	reuse-exact-all	exact Architecture: all binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:5ebda9c0f5b5d030b5e28fa3a8c371be28bdee2bf8f3aebdd1f4302f16cec0e8"", ""architecture"": ""all"", ""download_filename"": ""console-setup-linux_1.205_all.deb"", ""filename"": ""pool/main/c/console-setup/console-setup-linux_1.205_all.deb"", ""package"": ""console-setup-linux"", ""sha256"": ""5ebda9c0f5b5d030b5e28fa3a8c371be28bdee2bf8f3aebdd1f4302f16cec0e8"", ""size"": 1872428, ""source"": ""console-setup"", ""source_version"": ""1.205"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/console-setup/console-setup-linux_1.205_all.deb"", ""version"": ""1.205""}"
coreutils	8.32-4+b1	amd64	coreutils	8.32-4	coreutils	8.32-4	source-exact-binnmu	source version is exact; terminal +bN differs by architecture	"{""apt_digest"": ""SHA256:6210c84d6ff84b867dc430f661f22f536e1704c27bdb79de38e26f75b853d9c0"", ""architecture"": ""arm64"", ""download_filename"": ""coreutils_8.32-4_arm64.deb"", ""filename"": ""pool/main/c/coreutils/coreutils_8.32-4_arm64.deb"", ""package"": ""coreutils"", ""sha256"": ""6210c84d6ff84b867dc430f661f22f536e1704c27bdb79de38e26f75b853d9c0"", ""size"": 2776904, ""source"": ""coreutils"", ""source_version"": ""8.32-4"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/coreutils/coreutils_8.32-4_arm64.deb"", ""version"": ""8.32-4""}"
cpio	2.13+dfsg-4	amd64	cpio	2.13+dfsg-4	cpio	2.13+dfsg-4	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:72a362050158377ac9de12c62bcc4d874323b13072866286b588251f93e14eeb"", ""architecture"": ""arm64"", ""download_filename"": ""cpio_2.13+dfsg-4_arm64.deb"", ""filename"": ""pool/main/c/cpio/cpio_2.13+dfsg-4_arm64.deb"", ""package"": ""cpio"", ""sha256"": ""72a362050158377ac9de12c62bcc4d874323b13072866286b588251f93e14eeb"", ""size"": 238900, ""source"": ""cpio"", ""source_version"": ""2.13+dfsg-4"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/c/cpio/cpio_2.13%2bdfsg-4_arm64.deb"", ""version"": ""2.13+dfsg-4""}"
cpp	4:10.2.1-1	amd64	gcc-defaults	1.190	cpp	4:10.2.1-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:4cacdf964d30a2724521a410108cafa6d21c28f934a3c4b3969d88db6086bcb9"", ""architecture"": ""arm64"", ""download_filename"": ""cpp_4%3a10.2.1-1_arm64.deb"", ""filename"": ""pool/main/g/gcc-defaults/cpp_10.2.1-1_arm64.deb"", ""package"": ""cpp"", ""sha256"": ""4cacdf964d30a2724521a410108cafa6d21c28f934a3c4b3969d88db6086bcb9"", ""size"": 19744, ""source"": ""gcc-defaults"", ""source_version"": ""1.190"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/g/gcc-defaults/cpp_10.2.1-1_arm64.deb"", ""version"": ""4:10.2.1-1""}"
cpp-10	10.2.1-6	amd64	gcc-10	10.2.1-6	cpp-10	10.2.1-6	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:0a169c9df87dfc57b5a794a2a3eabc34234360231c0677157c4da74fba15e3b1"", ""architecture"": ""arm64"", ""download_filename"": ""cpp-10_10.2.1-6_arm64.deb"", ""filename"": ""pool/main/g/gcc-10/cpp-10_10.2.1-6_arm64.deb"", ""package"": ""cpp-10"", ""sha256"": ""0a169c9df87dfc57b5a794a2a3eabc34234360231c0677157c4da74fba15e3b1"", ""size"": 7755568, ""source"": ""gcc-10"", ""source_version"": ""10.2.1-6"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/g/gcc-10/cpp-10_10.2.1-6_arm64.deb"", ""version"": ""10.2.1-6""}"
