reference_package	reference_version	mapping_status	source	source_version	target_package	target_version	target_architecture	custom_candidate
libstartup-notification0	0.12-6+b1	exact-arm64	startup-notification	0.12-6	libstartup-notification0	0.12-6+b1	arm64	False
libstdc++6	10.2.1-6	exact-arm64	gcc-10	10.2.1-6	libstdc++6	10.2.1-6	arm64	False
libstemmer0d	2.1.0-1	exact-arm64	snowball	2.1.0-1	libstemmer0d	2.1.0-1	arm64	False
libswresample3	7:4.3.6-0+deb11u1	exact-arm64	ffmpeg	7:4.3.6-0+deb11u1	libswresample3	7:4.3.6-0+deb11u1	arm64	False
libswscale5	7:4.3.6-0+deb11u1	exact-arm64	ffmpeg	7:4.3.6-0+deb11u1	libswscale5	7:4.3.6-0+deb11u1	arm64	False
libsystemd0	247.3-7+deb11u4	exact-arm64	systemd	247.3-7+deb11u4	libsystemd0	247.3-7+deb11u4	arm64	False
libtag1v5	1.11.1+dfsg.1-3	exact-arm64	taglib	1.11.1+dfsg.1-3	libtag1v5	1.11.1+dfsg.1-3	arm64	False
libtag1v5-vanilla	1.11.1+dfsg.1-3	exact-arm64	taglib	1.11.1+dfsg.1-3	libtag1v5-vanilla	1.11.1+dfsg.1-3	arm64	False
libtalloc2	2.3.1-2+b1	exact-arm64	talloc	2.3.1-2	libtalloc2	2.3.1-2+b1	arm64	False
libtasn1-6	4.16.0-2+deb11u1	exact-arm64	libtasn1-6	4.16.0-2+deb11u1	libtasn1-6	4.16.0-2+deb11u1	arm64	False
libtdb1	1.4.3-1+b1	exact-arm64	tdb	1.4.3-1	libtdb1	1.4.3-1+b1	arm64	False
libteamdctl0	1.31-1	exact-arm64	libteam	1.31-1	libteamdctl0	1.31-1	arm64	False
libtelepathy-glib0	0.24.1-3	exact-arm64	telepathy-glib	0.24.1-3	libtelepathy-glib0	0.24.1-3	arm64	False
libtepl-5-0	5.0.1-2	exact-arm64	tepl	5.0.1-2	libtepl-5-0	5.0.1-2	arm64	False
libtevent0	0.10.2-1	exact-arm64	tevent	0.10.2-1	libtevent0	0.10.2-1	arm64	False
libtext-charwidth-perl	0.04-10+b1	exact-arm64	libtext-charwidth-perl	0.04-10	libtext-charwidth-perl	0.04-10+b1	arm64	False
libtext-iconv-perl	1.7-7+b1	exact-arm64	libtext-iconv-perl	1.7-7	libtext-iconv-perl	1.7-7+b1	arm64	False
libtext-wrapi18n-perl	0.06-9	reuse-all	libtext-wrapi18n-perl	0.06-9	libtext-wrapi18n-perl	0.06-9	all	False
libthai-data	0.1.28-3	reuse-all	libthai	0.1.28-3	libthai-data	0.1.28-3	all	False
libthai0	0.1.28-3	exact-arm64	libthai	0.1.28-3	libthai0	0.1.28-3	arm64	False
libtheora0	1.1.1+dfsg.1-15	exact-arm64	libtheora	1.1.1+dfsg.1-15	libtheora0	1.1.1+dfsg.1-15	arm64	False
libtiff5	4.2.0-1+deb11u4	exact-arm64	tiff	4.2.0-1+deb11u4	libtiff5	4.2.0-1+deb11u4	arm64	False
libtinfo6	6.2+20201114-2+deb11u1	exact-arm64	ncurses	6.2+20201114-2+deb11u1	libtinfo6	6.2+20201114-2+deb11u1	arm64	False
libtirpc-common	1.3.1-1+deb11u1	reuse-all	libtirpc	1.3.1-1+deb11u1	libtirpc-common	1.3.1-1+deb11u1	all	False
libtirpc3	1.3.1-1+deb11u1	exact-arm64	libtirpc	1.3.1-1+deb11u1	libtirpc3	1.3.1-1+deb11u1	arm64	False
libtotem-plparser-common	3.26.5-5	reuse-all	totem-pl-parser	3.26.5-5	libtotem-plparser-common	3.26.5-5	all	False
libtotem-plparser18	3.26.5-5	exact-arm64	totem-pl-parser	3.26.5-5	libtotem-plparser18	3.26.5-5	arm64	False
libtracker-control-2.0-0	2.3.6-2	exact-arm64	tracker	2.3.6-2	libtracker-control-2.0-0	2.3.6-2	arm64	False
libtracker-miner-2.0-0	2.3.6-2	exact-arm64	tracker	2.3.6-2	libtracker-miner-2.0-0	2.3.6-2	arm64	False
libtracker-sparql-2.0-0	2.3.6-2	exact-arm64	tracker	2.3.6-2	libtracker-sparql-2.0-0	2.3.6-2	arm64	False
libtspi1	0.3.14+fixed1-1.2	exact-arm64	trousers	0.3.14+fixed1-1.2	libtspi1	0.3.14+fixed1-1.2	arm64	False
libtumbler-1-0	4.16.0-1	exact-arm64	tumbler	4.16.0-1	libtumbler-1-0	4.16.0-1	arm64	False
libtwolame0	0.4.0-2	exact-arm64	twolame	0.4.0-2	libtwolame0	0.4.0-2	arm64	False
libuchardet0	0.0.7-1	exact-arm64	uchardet	0.0.7-1	libuchardet0	0.0.7-1	arm64	False
libudev1	247.3-7+deb11u4	exact-arm64	systemd	247.3-7+deb11u4	libudev1	247.3-7+deb11u4	arm64	False
libudfread0	1.1.1-1	exact-arm64	libudfread	1.1.1-1	libudfread0	1.1.1-1	arm64	False
libudisks2-0	2.9.2-2+deb11u1	exact-arm64	udisks2	2.9.2-2+deb11u1	libudisks2-0	2.9.2-2+deb11u1	arm64	False
libunistring2	0.9.10-4	exact-arm64	libunistring	0.9.10-4	libunistring2	0.9.10-4	arm64	False
libunwind8	1.3.2-2	exact-arm64	libunwind	1.3.2-2	libunwind8	1.3.2-2	arm64	False
libupower-glib3	0.99.11-2	exact-arm64	upower	0.99.11-2	libupower-glib3	0.99.11-2	arm64	False
libusb-1.0-0	2:1.0.24-3	exact-arm64	libusb-1.0	2:1.0.24-3	libusb-1.0-0	2:1.0.24-3	arm64	False
libusbmuxd6	2.0.2-3	exact-arm64	libusbmuxd	2.0.2-3	libusbmuxd6	2.0.2-3	arm64	False
libuuid1	2.36.1-8+deb11u1	exact-arm64	util-linux	2.36.1-8+deb11u1	libuuid1	2.36.1-8+deb11u1	arm64	False
libv4l-0	1.20.0-2	exact-arm64	v4l-utils	1.20.0-2	libv4l-0	1.20.0-2	arm64	False
libv4lconvert0	1.20.0-2	exact-arm64	v4l-utils	1.20.0-2	libv4lconvert0	1.20.0-2	arm64	False
libva-drm2	2.10.0-1	exact-arm64	libva	2.10.0-1	libva-drm2	2.10.0-1	arm64	False
libva-wayland2	2.10.0-1	exact-arm64	libva	2.10.0-1	libva-wayland2	2.10.0-1	arm64	False
libva-x11-2	2.10.0-1	exact-arm64	libva	2.10.0-1	libva-x11-2	2.10.0-1	arm64	False
libva2	2.10.0-1	exact-arm64	libva	2.10.0-1	libva2	2.10.0-1	arm64	False
libvdpau1	1.4-3	exact-arm64	libvdpau	1.4-3	libvdpau1	1.4-3	arm64	False
libvidstab1.1	1.1.0-2+b1	exact-arm64	libvidstab	1.1.0-2	libvidstab1.1	1.1.0-2+b1	arm64	False
libvisual-0.4-0	0.4.0-17	exact-arm64	libvisual	0.4.0-17	libvisual-0.4-0	0.4.0-17	arm64	False
libvo-aacenc0	0.1.3-2	exact-arm64	vo-aacenc	0.1.3-2	libvo-aacenc0	0.1.3-2	arm64	False
libvo-amrwbenc0	0.1.3-2	exact-arm64	vo-amrwbenc	0.1.3-2	libvo-amrwbenc0	0.1.3-2	arm64	False
libvolume-key1	0.3.12-3.1+b1	exact-arm64	volume-key	0.3.12-3.1	libvolume-key1	0.3.12-3.1+b1	arm64	False
libvorbis0a	1.3.7-1	exact-arm64	libvorbis	1.3.7-1	libvorbis0a	1.3.7-1	arm64	False
libvorbisenc2	1.3.7-1	exact-arm64	libvorbis	1.3.7-1	libvorbisenc2	1.3.7-1	arm64	False
libvorbisfile3	1.3.7-1	exact-arm64	libvorbis	1.3.7-1	libvorbisfile3	1.3.7-1	arm64	False
libvpx6	1.9.0-1	exact-arm64	libvpx	1.9.0-1	libvpx6	1.9.0-1	arm64	False
libvte-2.91-0	0.62.3-1	exact-arm64	vte2.91	0.62.3-1	libvte-2.91-0	0.62.3-1	arm64	False
libvte-2.91-common	0.62.3-1	exact-arm64	vte2.91	0.62.3-1	libvte-2.91-common	0.62.3-1	arm64	False
libvulkan1	1.2.162.0-1	exact-arm64	vulkan-loader	1.2.162.0-1	libvulkan1	1.2.162.0-1	arm64	False
libwacom-common	1.8-2	reuse-all	libwacom	1.8-2	libwacom-common	1.8-2	all	False
libwacom2	1.8-2	exact-arm64	libwacom	1.8-2	libwacom2	1.8-2	arm64	False
libwavpack1	5.4.0-1	exact-arm64	wavpack	5.4.0-1	libwavpack1	5.4.0-1	arm64	False
libwayland-client0	1.18.0-2~exp1.1	exact-arm64	wayland	1.18.0-2~exp1.1	libwayland-client0	1.18.0-2~exp1.1	arm64	False
libwayland-cursor0	1.18.0-2~exp1.1	exact-arm64	wayland	1.18.0-2~exp1.1	libwayland-cursor0	1.18.0-2~exp1.1	arm64	False
libwayland-egl1	1.18.0-2~exp1.1	exact-arm64	wayland	1.18.0-2~exp1.1	libwayland-egl1	1.18.0-2~exp1.1	arm64	False
libwayland-server0	1.18.0-2~exp1.1	exact-arm64	wayland	1.18.0-2~exp1.1	libwayland-server0	1.18.0-2~exp1.1	arm64	False
libwbclient0	2:4.13.13+dfsg-1~deb11u5	exact-arm64	samba	2:4.13.13+dfsg-1~deb11u5	libwbclient0	2:4.13.13+dfsg-1~deb11u5	arm64	False
libwebkit2gtk-4.0-37	2.40.3-2~deb11u2	exact-arm64	webkit2gtk	2.40.3-2~deb11u2	libwebkit2gtk-4.0-37	2.40.3-2~deb11u2	arm64	False
libwebp6	0.6.1-2.1+deb11u1	exact-arm64	libwebp	0.6.1-2.1+deb11u1	libwebp6	0.6.1-2.1+deb11u1	arm64	False
libwebpdemux2	0.6.1-2.1+deb11u1	exact-arm64	libwebp	0.6.1-2.1+deb11u1	libwebpdemux2	0.6.1-2.1+deb11u1	arm64	False
libwebpmux3	0.6.1-2.1+deb11u1	exact-arm64	libwebp	0.6.1-2.1+deb11u1	libwebpmux3	0.6.1-2.1+deb11u1	arm64	False
libwebrtc-audio-processing1	0.3-1+b1	exact-arm64	webrtc-audio-processing	0.3-1	libwebrtc-audio-processing1	0.3-1+b1	arm64	False
libwildmidi2	0.4.3-1	exact-arm64	wildmidi	0.4.3-1	libwildmidi2	0.4.3-1	arm64	False
libwnck-3-0	3.36.0-1	exact-arm64	libwnck3	3.36.0-1	libwnck-3-0	3.36.0-1	arm64	False
libwnck-3-common	3.36.0-1	reuse-all	libwnck3	3.36.0-1	libwnck-3-common	3.36.0-1	all	False
libwoff1	1.0.2-1+b1	exact-arm64	woff2	1.0.2-1	libwoff1	1.0.2-1+b1	arm64	False
libwpe-1.0-1	1.10.0-2	exact-arm64	libwpe	1.10.0-2	libwpe-1.0-1	1.10.0-2	arm64	False
libwpebackend-fdo-1.0-1	1.8.0-1	exact-arm64	wpebackend-fdo	1.8.0-1	libwpebackend-fdo-1.0-1	1.8.0-1	arm64	False
libwrap0	7.6.q-31	exact-arm64	tcp-wrappers	7.6.q-31	libwrap0	7.6.q-31	arm64	False
libx11-6	2:1.7.2-1+deb11u1	exact-arm64	libx11	2:1.7.2-1+deb11u1	libx11-6	2:1.7.2-1+deb11u1	arm64	False
libx11-data	2:1.7.2-1+deb11u1	reuse-all	libx11	2:1.7.2-1+deb11u1	libx11-data	2:1.7.2-1+deb11u1	all	False
libx11-xcb1	2:1.7.2-1+deb11u1	exact-arm64	libx11	2:1.7.2-1+deb11u1	libx11-xcb1	2:1.7.2-1+deb11u1	arm64	False
libx264-160	2:0.160.3011+gitcde9a93-2.1	exact-arm64	x264	2:0.160.3011+gitcde9a93-2.1	libx264-160	2:0.160.3011+gitcde9a93-2.1	arm64	False
libx265-192	3.4-2	exact-arm64	x265	3.4-2	libx265-192	3.4-2	arm64	False
libxapian30	1.4.18-3+deb11u1	exact-arm64	xapian-core	1.4.18-3+deb11u1	libxapian30	1.4.18-3+deb11u1	arm64	False
libxau6	1:1.0.9-1	exact-arm64	libxau	1:1.0.9-1	libxau6	1:1.0.9-1	arm64	False
libxaw7	2:1.0.13-1.1	exact-arm64	libxaw	2:1.0.13-1.1	libxaw7	2:1.0.13-1.1	arm64	False
libxcb-dri2-0	1.14-3	exact-arm64	libxcb	1.14-3	libxcb-dri2-0	1.14-3	arm64	False
libxcb-dri3-0	1.14-3	exact-arm64	libxcb	1.14-3	libxcb-dri3-0	1.14-3	arm64	False
libxcb-glx0	1.14-3	exact-arm64	libxcb	1.14-3	libxcb-glx0	1.14-3	arm64	False
libxcb-icccm4	0.4.1-1.1	exact-arm64	xcb-util-wm	0.4.1-1.1	libxcb-icccm4	0.4.1-1.1	arm64	False
libxcb-image0	0.4.0-1+b3	exact-arm64	xcb-util-image	0.4.0-1	libxcb-image0	0.4.0-1+b3	arm64	False
libxcb-keysyms1	0.4.0-1+b2	exact-arm64	xcb-util-keysyms	0.4.0-1	libxcb-keysyms1	0.4.0-1+b2	arm64	False
libxcb-present0	1.14-3	exact-arm64	libxcb	1.14-3	libxcb-present0	1.14-3	arm64	False
libxcb-randr0	1.14-3	exact-arm64	libxcb	1.14-3	libxcb-randr0	1.14-3	arm64	False
libxcb-render-util0	0.3.9-1+b1	exact-arm64	xcb-util-renderutil	0.3.9-1	libxcb-render-util0	0.3.9-1+b1	arm64	False
libxcb-render0	1.14-3	exact-arm64	libxcb	1.14-3	libxcb-render0	1.14-3	arm64	False
libxcb-shape0	1.14-3	exact-arm64	libxcb	1.14-3	libxcb-shape0	1.14-3	arm64	False
libxcb-shm0	1.14-3	exact-arm64	libxcb	1.14-3	libxcb-shm0	1.14-3	arm64	False
libxcb-sync1	1.14-3	exact-arm64	libxcb	1.14-3	libxcb-sync1	1.14-3	arm64	False
libxcb-util1	0.4.0-1+b1	exact-arm64	xcb-util	0.4.0-1	libxcb-util1	0.4.0-1+b1	arm64	False
libxcb-xfixes0	1.14-3	exact-arm64	libxcb	1.14-3	libxcb-xfixes0	1.14-3	arm64	False
libxcb-xinerama0	1.14-3	exact-arm64	libxcb	1.14-3	libxcb-xinerama0	1.14-3	arm64	False
libxcb-xinput0	1.14-3	exact-arm64	libxcb	1.14-3	libxcb-xinput0	1.14-3	arm64	False
libxcb-xkb1	1.14-3	exact-arm64	libxcb	1.14-3	libxcb-xkb1	1.14-3	arm64	False
libxcb1	1.14-3	exact-arm64	libxcb	1.14-3	libxcb1	1.14-3	arm64	False
libxcomposite1	1:0.4.5-1	exact-arm64	libxcomposite	1:0.4.5-1	libxcomposite1	1:0.4.5-1	arm64	False
libxcursor1	1:1.2.0-2	exact-arm64	libxcursor	1:1.2.0-2	libxcursor1	1:1.2.0-2	arm64	False
libxdamage1	1:1.1.5-2	exact-arm64	libxdamage	1:1.1.5-2	libxdamage1	1:1.1.5-2	arm64	False
libxdmcp6	1:1.1.2-3	exact-arm64	libxdmcp	1:1.1.2-3	libxdmcp6	1:1.1.2-3	arm64	False
libxext6	2:1.3.3-1.1	exact-arm64	libxext	2:1.3.3-1.1	libxext6	2:1.3.3-1.1	arm64	False
libxfixes3	1:5.0.3-2	exact-arm64	libxfixes	1:5.0.3-2	libxfixes3	1:5.0.3-2	arm64	False
libxfont2	1:2.0.4-1	exact-arm64	libxfont	1:2.0.4-1	libxfont2	1:2.0.4-1	arm64	False
libxft2	2.3.2-2	exact-arm64	xft	2.3.2-2	libxft2	2.3.2-2	arm64	False
libxi6	2:1.7.10-1	exact-arm64	libxi	2:1.7.10-1	libxi6	2:1.7.10-1	arm64	False
libxinerama1	2:1.1.4-2	exact-arm64	libxinerama	2:1.1.4-2	libxinerama1	2:1.1.4-2	arm64	False
libxkbcommon-x11-0	1.0.3-2	exact-arm64	libxkbcommon	1.0.3-2	libxkbcommon-x11-0	1.0.3-2	arm64	False
libxkbcommon0	1.0.3-2	exact-arm64	libxkbcommon	1.0.3-2	libxkbcommon0	1.0.3-2	arm64	False
libxkbfile1	1:1.1.0-1	exact-arm64	libxkbfile	1:1.1.0-1	libxkbfile1	1:1.1.0-1	arm64	False
libxkbregistry0	1.0.3-2	exact-arm64	libxkbcommon	1.0.3-2	libxkbregistry0	1.0.3-2	arm64	False
libxklavier16	5.4-4	exact-arm64	libxklavier	5.4-4	libxklavier16	5.4-4	arm64	False
libxml2	2.9.10+dfsg-6.7+deb11u4	exact-arm64	libxml2	2.9.10+dfsg-6.7+deb11u4	libxml2	2.9.10+dfsg-6.7+deb11u4	arm64	False
libxmu6	2:1.1.2-2+b3	exact-arm64	libxmu	2:1.1.2-2	libxmu6	2:1.1.2-2+b3	arm64	False
libxmuu1	2:1.1.2-2+b3	exact-arm64	libxmu	2:1.1.2-2	libxmuu1	2:1.1.2-2+b3	arm64	False
libxnvctrl0	470.141.03-1~deb11u1	exact-arm64	nvidia-settings	470.141.03-1~deb11u1	libxnvctrl0	470.141.03-1~deb11u1	arm64	False
libxpm4	1:3.5.12-1.1~deb11u1	exact-arm64	libxpm	1:3.5.12-1.1~deb11u1	libxpm4	1:3.5.12-1.1~deb11u1	arm64	False
libxpresent1	1.0.0-2+b10	exact-arm64	libxpresent	1.0.0-2	libxpresent1	1.0.0-2+b10	arm64	False
libxrandr2	2:1.5.1-1	exact-arm64	libxrandr	2:1.5.1-1	libxrandr2	2:1.5.1-1	arm64	False
libxrender1	1:0.9.10-1	exact-arm64	libxrender	1:0.9.10-1	libxrender1	1:0.9.10-1	arm64	False
libxres1	2:1.2.0-4	exact-arm64	libxres	2:1.2.0-4	libxres1	2:1.2.0-4	arm64	False
libxshmfence1	1.3-1	exact-arm64	libxshmfence	1.3-1	libxshmfence1	1.3-1	arm64	False
libxslt1.1	1.1.34-4+deb11u1	exact-arm64	libxslt	1.1.34-4+deb11u1	libxslt1.1	1.1.34-4+deb11u1	arm64	False
libxss1	1:1.2.3-1	exact-arm64	libxss	1:1.2.3-1	libxss1	1:1.2.3-1	arm64	False
libxt6	1:1.2.0-1	exact-arm64	libxt	1:1.2.0-1	libxt6	1:1.2.0-1	arm64	False
libxtables12	1.8.7-1	exact-arm64	iptables	1.8.7-1	libxtables12	1.8.7-1	arm64	False
libxtst6	2:1.2.3-1	exact-arm64	libxtst	2:1.2.3-1	libxtst6	2:1.2.3-1	arm64	False
libxv1	2:1.0.11-1	exact-arm64	libxv	2:1.0.11-1	libxv1	2:1.0.11-1	arm64	False
libxvidcore4	2:1.3.7-1	exact-arm64	xvidcore	2:1.3.7-1	libxvidcore4	2:1.3.7-1	arm64	False
libxvmc1	2:1.0.12-2	exact-arm64	libxvmc	2:1.0.12-2	libxvmc1	2:1.0.12-2	arm64	False
libxxf86dga1	2:1.1.4-1+b3	exact-arm64	libxxf86dga	2:1.1.4-1	libxxf86dga1	2:1.1.4-1+b3	arm64	False
libxxf86vm1	1:1.1.4-1+b2	exact-arm64	libxxf86vm	1:1.1.4-1	libxxf86vm1	1:1.1.4-1+b2	arm64	False
libxxhash0	0.8.0-2	exact-arm64	xxhash	0.8.0-2	libxxhash0	0.8.0-2	arm64	False
libyaml-0-2	0.2.2-1	exact-arm64	libyaml	0.2.2-1	libyaml-0-2	0.2.2-1	arm64	False
libyelp0	3.38.3-1+han3u3	rebuild-arm64	yelp	3.38.3-1+han3u3	libyelp0	3.38.3-1+han3u3	arm64	True
libz3-4	4.8.10-1	exact-arm64	z3	4.8.10-1	libz3-4	4.8.10-1	arm64	False
libzbar0	0.23.90-1	exact-arm64	zbar	0.23.90-1	libzbar0	0.23.90-1	arm64	False
libzeitgeist-2.0-0	1.0.3-4	exact-arm64	zeitgeist	1.0.3-4	libzeitgeist-2.0-0	1.0.3-4	arm64	False
libzmq5	4.3.4-1	exact-arm64	zeromq3	4.3.4-1	libzmq5	4.3.4-1	arm64	False
libzstd1	1.4.8+dfsg-2.1	exact-arm64	libzstd	1.4.8+dfsg-2.1	libzstd1	1.4.8+dfsg-2.1	arm64	False
libzvbi-common	0.2.35-18	reuse-all	zvbi	0.2.35-18	libzvbi-common	0.2.35-18	all	False
libzvbi0	0.2.35-18	exact-arm64	zvbi	0.2.35-18	libzvbi0	0.2.35-18	arm64	False
lightdm	1.26.0-7+grm3u1	rebuild-arm64	lightdm	1.26.0-7+grm3u1	lightdm	1.26.0-7+grm3u1	arm64	True
linux-base	4.6	reuse-all	linux-base	4.6	linux-base	4.6	all	False
live-boot	1:20210208	reuse-all	live-boot	1:20210208	live-boot	1:20210208	all	False
live-boot-initramfs-tools	1:20210208	reuse-all	live-boot	1:20210208	live-boot-initramfs-tools	1:20210208	all	False
live-config	11.0.3+grm3u1	reuse-all	live-config	11.0.3+grm3u1	live-config	11.0.3+grm3u1	all	True
live-config-systemd	11.0.3+grm3u1	reuse-all	live-config	11.0.3+grm3u1	live-config-systemd	11.0.3+grm3u1	all	True
live-installer	2023.06.30+han3u1	reuse-all	live-installer	2023.06.30+han3u1	live-installer	2023.06.30+han3u1	all	True
live-tools	1:20190831	reuse-all	live-tools	1:20190831	live-tools	1:20190831	all	False
locales	2.31-13+deb11u6	reuse-all	glibc	2.31-13+deb11u6	locales	2.31-13+deb11u6	all	False
login	1:4.8.1-1	exact-arm64	shadow	1:4.8.1-1	login	1:4.8.1-1	arm64	False
logrotate	3.18.0-2+deb11u1	exact-arm64	logrotate	3.18.0-2+deb11u1	logrotate	3.18.0-2+deb11u1	arm64	False
logsave	1.46.2-2	exact-arm64	e2fsprogs	1.46.2-2	logsave	1.46.2-2	arm64	False
lsb-base	11.1.0	reuse-all	lsb	11.1.0	lsb-base	11.1.0	all	False
lsb-release	11.1.0	reuse-all	lsb	11.1.0	lsb-release	11.1.0	all	False
lsof	4.93.2+dfsg-1.1	exact-arm64	lsof	4.93.2+dfsg-1.1	lsof	4.93.2+dfsg-1.1	arm64	False
lua-bitop	1.0.2-5	exact-arm64	lua-bitop	1.0.2-5	lua-bitop	1.0.2-5	arm64	False
lua-expat	1.3.0-4+b1	exact-arm64	lua-expat	1.3.0-4	lua-expat	1.3.0-4+b1	arm64	False
lua-json	1.3.4-2	reuse-all	lua-json	1.3.4-2	lua-json	1.3.4-2	all	False
lua-lpeg	1.0.2-1	exact-arm64	lua-lpeg	1.0.2-1	lua-lpeg	1.0.2-1	arm64	False
lua-socket	3.0~rc1+git+ac3201d-4	exact-arm64	luasocket	3.0~rc1+git+ac3201d-4	lua-socket	3.0~rc1+git+ac3201d-4	arm64	False
mailcap	3.69	reuse-all	mailcap	3.69	mailcap	3.69	all	False
malcontent	0.10.0-2	reuse-all	malcontent	0.10.0-2	malcontent	0.10.0-2	all	False
malcontent-gui	0.10.0-2	exact-arm64	malcontent	0.10.0-2	malcontent-gui	0.10.0-2	arm64	False
man-db	2.9.4-2	exact-arm64	man-db	2.9.4-2	man-db	2.9.4-2	arm64	False
mawk	1.3.4.20200120-2	exact-arm64	mawk	1.3.4.20200120-2	mawk	1.3.4.20200120-2	arm64	False
mdadm	4.1-11	exact-arm64	mdadm	4.1-11	mdadm	4.1-11	arm64	False
media-types	4.0.0	reuse-all	media-types	4.0.0	media-types	4.0.0	all	False
menu	2.1.48	exact-arm64	menu	2.1.48	menu	2.1.48	arm64	False
metacity	1:3.38.0-2+grm3u1	rebuild-arm64	metacity	1:3.38.0-2+grm3u1	metacity	1:3.38.0-2+grm3u1	arm64	True
metacity-common	1:3.38.0-2+grm3u1	reuse-all	metacity	1:3.38.0-2+grm3u1	metacity-common	1:3.38.0-2+grm3u1	all	True
mime-support	3.66	reuse-all	mime-support	3.66	mime-support	3.66	all	False
moka-icon-theme	5.4.0.3-1	reuse-all	moka-icon-theme	5.4.0.3-1	moka-icon-theme	5.4.0.3-1	all	False
mount	2.36.1-8+deb11u1	exact-arm64	util-linux	2.36.1-8+deb11u1	mount	2.36.1-8+deb11u1	arm64	False
mousetweaks	3.32.0-3+grm3u1	rebuild-arm64	mousetweaks	3.32.0-3+grm3u1	mousetweaks	3.32.0-3+grm3u1	arm64	True
nano	5.4-2+deb11u2	exact-arm64	nano	5.4-2+deb11u2	nano	5.4-2+deb11u2	arm64	False
nautilus	3.38.2-1+deb11u1+grm3u8	rebuild-arm64	nautilus	3.38.2-1+deb11u1+grm3u8	nautilus	3.38.2-1+deb11u1+grm3u8	arm64	True
nautilus-data	3.38.2-1+deb11u1+grm3u8	reuse-all	nautilus	3.38.2-1+deb11u1+grm3u8	nautilus-data	3.38.2-1+deb11u1+grm3u8	all	True
ncurses-base	6.2+20201114-2+deb11u1	reuse-all	ncurses	6.2+20201114-2+deb11u1	ncurses-base	6.2+20201114-2+deb11u1	all	False
ncurses-bin	6.2+20201114-2+deb11u1	exact-arm64	ncurses	6.2+20201114-2+deb11u1	ncurses-bin	6.2+20201114-2+deb11u1	arm64	False
netbase	6.3	reuse-all	netbase	6.3	netbase	6.3	all	False
network-manager	1.30.0-2+grm3u3	rebuild-arm64	network-manager	1.30.0-2+grm3u3	network-manager	1.30.0-2+grm3u3	arm64	True
network-manager-gnome	1.20.0-3+grm3u4	rebuild-arm64	network-manager-applet	1.20.0-3+grm3u4	network-manager-gnome	1.20.0-3+grm3u4	arm64	True
network-manager-openvpn	1.8.12-2	exact-arm64	network-manager-openvpn	1.8.12-2	network-manager-openvpn	1.8.12-2	arm64	False
network-manager-openvpn-gnome	1.8.12-2	exact-arm64	network-manager-openvpn	1.8.12-2	network-manager-openvpn-gnome	1.8.12-2	arm64	False
nftables	0.9.8-3.1+deb11u1	exact-arm64	nftables	0.9.8-3.1+deb11u1	nftables	0.9.8-3.1+deb11u1	arm64	False
nimf	2023.06.30+grm3u1	rebuild-arm64	nimf	2023.06.30+grm3u1	nimf	2023.06.30+grm3u1	arm64	True
nimf-libhangul	2023.06.30+grm3u1	rebuild-arm64	nimf	2023.06.30+grm3u1	nimf-libhangul	2023.06.30+grm3u1	arm64	True
ntfs-3g	1:2017.3.23AR.3-4+deb11u3	exact-arm64	ntfs-3g	1:2017.3.23AR.3-4+deb11u3	ntfs-3g	1:2017.3.23AR.3-4+deb11u3	arm64	False
numix-icon-theme	0~20190920-1	reuse-all	numix-icon-theme	0~20190920-1	numix-icon-theme	0~20190920-1	all	False
numix-icon-theme-circle	20.09.19-1	reuse-all	numix-icon-theme-circle	20.09.19-1	numix-icon-theme-circle	20.09.19-1	all	False
nvidia-installer-cleanup	20151021+13	exact-arm64	nvidia-support	20151021+13	nvidia-installer-cleanup	20151021+13	arm64	False
nvidia-kernel-common	20151021+13	exact-arm64	nvidia-support	20151021+13	nvidia-kernel-common	20151021+13	arm64	False
nvidia-modprobe	470.182.03-1	exact-arm64	nvidia-modprobe	470.182.03-1	nvidia-modprobe	470.182.03-1	arm64	False
nvidia-tesla-470-alternative	470.182.03-1~deb11u1	exact-arm64	nvidia-graphics-drivers-tesla-470	470.182.03-1~deb11u1	nvidia-tesla-470-alternative	470.182.03-1~deb11u1	arm64	False
nvidia-tesla-470-kernel-support	470.182.03-1~deb11u1	exact-arm64	nvidia-graphics-drivers-tesla-470	470.182.03-1~deb11u1	nvidia-tesla-470-kernel-support	470.182.03-1~deb11u1	arm64	False
ocl-icd-libopencl1	2.2.14-2	exact-arm64	ocl-icd	2.2.14-2	ocl-icd-libopencl1	2.2.14-2	arm64	False
openprinting-ppds	20200820-1	reuse-all	foomatic-db	20200820-1	openprinting-ppds	20200820-1	all	False
openssl	1.1.1n-0+deb11u5	exact-arm64	openssl	1.1.1n-0+deb11u5	openssl	1.1.1n-0+deb11u5	arm64	False
openvpn	2.5.1-3	exact-arm64	openvpn	2.5.1-3	openvpn	2.5.1-3	arm64	False
os-prober	1.79	exact-arm64	os-prober	1.79	os-prober	1.79	arm64	False
osinfo-db	0.20210215-1	reuse-all	osinfo-db	0.20210215-1	osinfo-db	0.20210215-1	all	False
p11-kit	0.23.22-1	exact-arm64	p11-kit	0.23.22-1	p11-kit	0.23.22-1	arm64	False
p11-kit-modules	0.23.22-1	exact-arm64	p11-kit	0.23.22-1	p11-kit-modules	0.23.22-1	arm64	False
p7zip	16.02+dfsg-8+grm3u1	rebuild-arm64	p7zip	16.02+dfsg-8+grm3u1	p7zip	16.02+dfsg-8+grm3u1	arm64	True
